abandoned,5
abounded,2
absented,1
absorbed,2
abstracted,1
accelerated,1
accepted,28
acclaimed,1
accompanied,8
accomplished,4
accounted,4
accrued,1
accused,5
ached,3
achieved,12
acknowledged,3
acquired,8
acted,11
adapted,1
added,81
addressed,7
adhered,1
adjoined,2
adjourned,2
adjusted,3
administered,1
admired,9
admitted,25
adopted,11
adored,1
advanced,9
advertised,3
advised,17
advocated,2
affected,4
affied,1
affirmed,4
afforded,4
aggravated,1
agreed,52
aided,2
aimed,10
alerted,1
alleged,2
allocated,2
allotted,2
allowed,21
altered,2
alternated,1
amazed,1
amended,3
amounted,2
amused,5
analyzed,1
announced,53
annoyed,1
answered,47
anticipated,4
apologized,4
appealed,10
appeared,118
applauded,1
applied,22
appointed,8
appreciated,6
approached,32
appropriated,1
approved,12
approximated,2
arched,2
argued,17
arose,18
aroused,5
arranged,11
arrested,4
arrived,43
ascended,2
ascertained,1
ascribed,1
asked,300
aspired,1
assaulted,3
assembled,7
asserted,11
assigned,2
assisted,3
associated,3
assumed,28
assured,16
attached,3
attacked,12
attained,5
attempted,18
attended,24
attested,2
attracted,11
attributed,6
augmented,4
authorized,4
availed,2
averaged,13
averted,2
avoided,7
awaited,6
awakened,1
awarded,2
backed,21
bade,1
baffled,1
baked,1
balanced,1
balked,2
banged,4
banished,1
banked,1
barred,2
based,3
bathed,1
bearded,1
beat,12
beckoned,6
befuddled,1
began,312
behaved,10
believed,52
bellowed,6
belonged,14
belted,2
beset,1
besmirched,1
bestowed,3
betrayed,6
bewildered,1
birdied,2
blamed,5
blasted,3
blazed,2
blended,2
blinked,6
blocked,5
bloomed,6
blossomed,1
blotted,1
blurted,2
blushed,4
boarded,2
boasted,5
boiled,1
bolted,3
bombed,1
boomed,1
boosted,2
bore,14
bored,3
borrowed,5
bothered,7
bounced,13
bounded,2
bowed,6
braced,1
bragged,2
breathed,9
bribed,2
brightened,2
bristled,3
broadened,3
brushed,14
bubbled,1
buckled,1
budded,1
bugged,1
built,21
bulked,1
bulletin'd,1
bumped,2
buried,3
burned,15
burrowed,1
burst,11
busied,1
buzzed,2
bypassed,1
cabled,1
calculated,2
called,165
calmed,3
campaigned,4
canceled,1
captured,2
cared,9
caressed,3
carried,60
cased,1
cashed,1
cast,4
castigated,1
catapulted,1
catered,1
caused,39
cautioned,6
cavorted,1
ceased,8
celebrated,5
centered,5
challenged,4
chanced,2
changed,26
chanted,3
characterized,6
charged,17
charmed,1
chatted,2
chattered,3
checked,10
cheered,1
cherished,4
chewed,4
chided,1
choked,4
chose,37
chuckled,8
churned,1
circled,9
circulated,2
cited,11
claimed,25
clamored,1
clapped,4
clarified,1
clasped,2
clattered,5
cleaned,3
cleared,13
clenched,1
clicked,5
climaxed,1
climbed,41
clinched,1
clinked,1
clobbered,1
clogged,1
closed,39
clouded,1
clucked,1
clustered,1
clutched,5
co-operated,1
coalesced,1
coaxed,1
coincided,6
coined,1
collaborated,5
collapsed,10
collected,7
combed,3
combined,6
commanded,10
commenced,6
commended,1
commented,16
committed,4
commuted,1
compared,10
compelled,1
competed,2
compiled,2
complained,21
completed,6
complicated,1
complied,2
comported,1
composed,4
comprehended,1
compressed,1
comprised,3
compromised,1
concealed,1
conceded,5
conceived,7
concentrated,1
concerned,4
concluded,21
concurred,2
condemned,6
conditioned,1
conducted,14
conferred,1
confessed,6
confided,7
confined,1
confirmed,8
conformed,1
confronted,5
confused,4
congregated,1
conjured,1
connected,4
conquered,1
consented,2
considered,31
consigned,1
consisted,22
conspired,2
