abides,2
abounds,1
absorbs,1
accentuates,1
accepts,6
acclaims,1
accommodates,2
accompanies,1
accomplishes,1
accords,1
accounts,9
accrues,1
accumulates,2
accuses,2
aches,1
achieves,5
acknowledges,2
acquires,2
acts,11
addresses,4
adds,10
adheres,1
adjoins,2
adjourns,1
adjusts,2
administers,1
admires,1
admits,2
adopts,2
adores,1
adorns,1
adsorbs,1
advances,1
advertises,1
advises,2
aerates,1
affects,18
affirms,1
affords,5
aggravates,1
agonizes,2
agrees,11
aids,6
aims,3
alerts,1
alienates,1
allows,19
alludes,1
alters,1
amounts,20
analyzes,2
announces,3
annoys,1
answers,8
anticipates,2
appeals,1
appears,84
applies,19
appoints,1
appreciates,1
approaches,8
appropriates,1
approves,1
arches,2
argues,10
arises,14
arouses,2
arranges,1
arrives,7
ascribes,1
asks,17
aspires,1
assaults,1
asserts,5
assigns,4
associates,1
assumes,8
assures,6
attaches,2
attacks,3
attains,1
attempts,7
attends,6
attracts,3
attributes,1
augurs,1
authorizes,2
avoids,3
awaits,3
awakens,1
backs,1
bakes,1
balks,1
bangs,1
banishes,1
banks,1
bans,1
bargains,1
bars,3
bases,4
bats,1
bears,17
beats,3
beckons,3
becomes,104
becometh,1
befits,1
befuddles,1
begins,55
begs,1
behaves,2
beholds,1
behooves,1
believes,43
believeth,2
bellows,1
belongs,22
belts,1
bemoans,1
bends,1
benefits,1
besets,1
bespeaks,1
betrays,3
bewilders,1
binds,2
bites,2
blankets,1
blots,1
blows,5
blueprints,1
blunts,1
boards,1
boasts,2
bodes,1
bodies,1
boils,1
boomerangs,1
borders,2
bores,1
borrows,1
bothers,3
bottles,1
bows,1
breaks,9
breathes,2
bridges,1
brightens,1
brings,39
bristles,1
broadens,2
bubbles,1
bugs,1
builds,7
bulks,1
bulletins,1
bullies,1
buries,1
burns,2
butts,1
buys,11
by-passes,1
calls,44
cancels,1
caps,1
captures,1
cares,7
carries,22
cascades,1
castigates,1
casts,3
catapults,1
catches,1
causes,27
cautions,1
ceases,3
celebrates,2
censors,1
centers,7
certifies,1
challenges,3
champions,1
changes,10
characterizes,4
charges,1
checks,1
chooses,8
churns,1
cites,9
claims,18
clamors,1
claps,1
clarifies,1
cleans,1
clears,1
clenches,1
clicks,1
clings,3
clobbers,1
closes,6
clouds,1
clucks,1
clutches,1
co-operates,1
co-ordinates,1
coalesces,1
codetermines,1
coincides,5
collapses,1
collects,5
colors,3
combines,7
comes,135
cometh,1
commands,3
commemorates,1
commences,1
commends,1
comments,1
commits,2
commutes,2
compares,6
compels,2
compensates,1
competes,1
complains,3
completes,5
composes,2
compounds,1
compresses,1
comprises,3
computes,2
conceals,2
concedes,1
conceives,2
concentrates,2
concerns,14
concludes,4
concurs,3
condemns,3
conducts,3
confers,1
confesses,3
confirms,3
conflicts,1
conforms,5
confronts,5
confuses,1
conjures,2
connects,2
connotes,1
conserves,1
considers,15
consists,43
conspires,1
constitutes,11
consumes,1
contacts,1
contains,38
contemplates,1
contends,5
continues,41
contracts,4
contradicts,2
contrasts,2
contributes,10
controls,5
conveys,4
cools,2
cooperates,1
coordinates,1
copes,1
corresponds,6
corrupts,1
cosponsors,1
costs,12
counts,6
courts,1
covers,15
crackles,1
cracks,1
creaks,1
creates,13
credits,2
creeps,1
cries,1
crops,1
crosses,3
culminates,5
cultivates,1
cuts,14
cycles,1
dabbles,1
damages,2
dances,2
dares,3
dashes,1
dates,8
dawns,1
dazzles,1
deals,14
debuts,1
decays,1
deceives,1
decides,12
declares,11
declines,4
decomposes,2
decreases,7
decrees,1
dedicates,2
deeds,1
defends,2
defines,5
delays,1
delights,1
delimits,1
delivers,6
demands,12
demeans,1
demonstrates,6
demoralizes,2
denies,6
denotes,7
denounces,1
departs,1
depends,49
deplores,3
depresses,1
derives,9
descends,2
describes,22
deserts,2
deserves,16
designates,1
designs,2
desires,4
despises,1
deteriorates,1
determines,14
develops,11
dictates,4
dies,9
differs,10
diffuses,1
digs,1
dilates,1
diminishes,3
dines,1
directs,5
disagrees,2
disappears,3
disapproves,1
disbelieves,1
discloses,1
discolors,1
discovers,3
discusses,4
disdains,1
disguises,1
dishes,1
dislikes,3
dismisses,1
displaces,1
displays,6
disrupts,1
distinguishes,5
distributes,2
divides,6
dogs,1
dominates,7
donates,1
doubles,1
drains,1
dramatizes,2
draws,14
dreams,2
dries,1
drifts,1
drinks,3
drips,1
drives,5
drops,8
drowns,1
dulls,1
dwarfs,1
dwells,1
earns,2
eats,2
ebbs,1
effaces,1
elaborates,1
elapses,1
elevates,1
elicits,1
eliminates,4
eludes,1
embodies,3
embraces,3
emerges,9
emphasizes,3
employs,9
empties,3
enables,9
encloses,1
encompasses,1
encounters,4
encourages,5
endows,1
ends,13
endures,2
energizes,1
enforces,1
engages,1
engulfs,1
enhances,1
enjoys,10
enlists,1
ensues,2
ensures,1
entails,8
enters,13
enthrones,1
entitles,4
envisages,1
envisions,2
epitomizes,1
equals,7
erects,1
erupts,1
escapes,2
eschews,1
espouses,1
establishes,4
estimates,1
evades,1
evokes,5
evolves,1
exacerbates,1
exacts,2
examines,1
exceeds,10
excels,1
exclaims,1
excludes,3
excuses,1
exemplifies,1
exercises,4
exerts,3
exhausts,1
exhibits,3
exists,42
exits,1
expands,2
expects,22
experiences,5
expires,1
explains,19
explodes,1
explores,1
exposes,2
expresses,8
extends,12
extracts,1
extrapolates,1
faces,12
facilitates,2
factors,1
fails,13
falls,19
falters,1
fancies,1
fans,2
fascinates,1
fashions,1
fastens,1
favors,4
fears,3
features,5
feeds,7
feels,45
fields,1
fights,3
figures,3
files,1
fills,5
finds,58
finishes,1
fishes,1
fits,10
flags,2
flares,1
flees,1
flies,3
floats,1
flops,1
flounders,1
flourishes,2
flows,4
fluctuates,1
fluoresces,1
focuses,2
followeth,1
follows,75
forbids,5
forces,6
forms,5
forsakes,1
forswears,1
fosters,3
fractures,1
frees,2
freezes,1
frowns,1
fuels,1
fulfills,2
functions,4
furnishes,5
gains,1
gathers,1
gazes,1
generates,5
gestures,1
gets,64
gives,114
giveth,2
glides,1
gloats,1
glories,1
glorifies,1
glows,1
gobbles,1
goes,89
governs,2
graduates,3
grinds,1
grows,22
guarantees,4
guides,3
hails,1
hampers,1
handles,6
hangs,4
happens,40
harbors,1
hates,3
hauls,1
haunts,1
hawks,1
hazes,1
heads,2
hearest,1
hears,7
heaves,1
helps,27
hesitates,1
hides,1
hinders,1
hinges,1
hints,2
hires,1
hits,6
holds,38
honors,1
hopes,18
houses,3
hovers,1
howls,1
hunts,1
hurts,3
identifies,6
ignores,5
illumines,1
illustrates,7
imagines,3
imitates,2
imparts,1
impersonates,1
implies,16
imports,1
imposes,4
imprecates,1
impresses,1
imprisons,1
improves,11
improvises,1
includes,45
incorporates,3
increases,30
incurs,1
indicates,40
induces,3
influences,3
informs,6
inheres,1
inherits,1
inhibits,2
initiates,1
insinuates,1
insists,10
inspires,1
instructs,2
insures,1
integrates,2
intends,6
interacts,1
interests,2
interferes,2
interpenetrates,2
interprets,3
introduces,4
intrudes,1
invades,1
investigates,1
invests,1
invites,7
involves,41
irritates,1
issues,3
itches,1
jeers,1
jogs,1
joins,2
jokes,1
jumps,1
junks,1
